"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"stringr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5.1",NA,"R (>= 3.6)","cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs (>= 0.4.0)",NA,"covr, dplyr, gt, htmltools, htmlwidgets, knitr, rmarkdown,
testthat (>= 3.0.0), tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"striprtf","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.0",NA,"R (>= 3.0)","magrittr, Rcpp, stringr, utils","Rcpp","testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"strucchange","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5-3",NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats, utils",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"styler","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.10.2",NA,"R (>= 3.6.0)","cli (>= 3.1.1), magrittr (>= 2.0.0), purrr (>= 0.2.3), R.cache
(>= 0.15.0), rlang (>= 1.0.0), rprojroot (>= 1.1), tools, vctrs
(>= 0.4.1), withr (>= 2.3.0),",NA,"data.tree (>= 0.1.6), digest, here, knitr, prettycode,
rmarkdown, roxygen2, rstudioapi (>= 0.7), tibble (>= 1.4.2),
testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"subplex","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.8",NA,"R(>= 2.5.1)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"surface","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5",NA,"R (>= 2.6), ape, ouch, MASS, geiger","methods",NA,"igraph",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"survey","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.4-2",NA,"R (>= 4.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4), Rcpp (>= 0.12.8)","Rcpp, RcppArmadillo","foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER, SUMMER (>= 1.4.0), R.rsp",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"survival","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.5-8","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"svUnit","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.6",NA,"R (>= 1.9.0)","utils",NA,"svGUI, datasets, XML, RUnit, knitr, markdown, covr, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"swagger","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.33.1",NA,NA,NA,NA,"jsonlite, plumber, testthat",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"swirl","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4.5",NA,"R (>= 3.1.0)","stringr, testthat (>= 1.0.2), httr (>= 1.1.0), yaml, RCurl,
digest, tools, methods",NA,"stringi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"SYNCSA","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.4",NA,NA,"vegan, FD, permute, RcppArmadillo, utils, stats, graphics,
parallel",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"sys","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.4.2",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"systemfonts","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.6",NA,"R (>= 3.2.0)",NA,"cpp11 (>= 0.2.1)","covr, knitr, rmarkdown, testthat (>= 2.1.0), tools",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"taxa","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.3",NA,"R (>= 3.0.2), vctrs","dplyr, magrittr, tibble, rlang, stringr, crayon, utils,
pillar, methods, viridisLite, cli",NA,"roxygen2 (>= 6.0.1), testthat, rmarkdown (>= 0.9.6)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"taxize","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9.100",NA,"R(>= 3.2.1)","graphics, methods, stats, utils, crul (>= 0.7.0), xml2 (>=
1.2.0), jsonlite, foreach, ape, zoo, data.table, tibble (>=
1.2), bold (>= 0.8.6), rredlist, rotl (>= 3.0.0), ritis (>=
0.7.6), worrms (>= 0.4.0), natserv (>= 1.0.0), wikitaxa (>=
0.3.0), R6, crayon, cli, phangorn, conditionz",NA,"testthat, vegan, vcr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"taxizedb","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.1",NA,NA,"curl (>= 2.4), DBI (>= 0.6-1), RSQLite (>= 1.1.2), dplyr (>=
0.7.0), tibble, rlang, readr (>= 1.1.1), dbplyr (>= 1.0.0),
magrittr (>= 1.5), hoardr (>= 0.1.0)",NA,"testthat, taxize",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"taxonomizr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.10.6",NA,"R (>= 3.0.0)","RSQLite, R.utils, data.table, curl (>= 5.0.0)",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tcltk","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.3","base",NA,"utils",NA,NA,NA,"Part of R 4.3.3",NA,NA,NA,NA,"yes","4.3.3"
"TeachingDemos","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.13",NA,NA,NA,NA,"tkrplot, lattice, MASS, rgl, tcltk, tcltk2, png, ggplot2,
logspline, spData, sf","manipulate, R2wd","Artistic-2.0",NA,NA,NA,NA,"no","4.3.1"
"tensor","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.3.0"
"tensorA","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.36.2.1",NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"tensorflow","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.16.0",NA,"R (>= 3.6)","config, processx, reticulate (>= 1.32), tfruns (>= 1.0),
utils, yaml, grDevices, tfautograph (>= 0.3.1), rstudioapi (>=
0.7), lifecycle",NA,"testthat (>= 2.1.0), keras3, pillar, withr, callr",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.1"
"terra","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.7-71",NA,"R (>= 3.5.0)","methods, Rcpp (>= 1.0-10)","Rcpp","parallel, tinytest, ncdf4, sf (>= 0.9-8), deldir, XML,
leaflet (>= 2.2.1), htmlwidgets",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"TESS","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.2",NA,"ape, coda, deSolve","Rcpp (>= 0.11.0), methods","Rcpp",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"testit","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.13",NA,NA,NA,NA,"rstudioapi, covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"testthat","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.2.1",NA,"R (>= 3.6.0)","brio (>= 1.1.3), callr (>= 3.7.3), cli (>= 3.6.1), desc (>=
1.4.2), digest (>= 0.6.33), evaluate (>= 0.21), jsonlite (>=
1.8.7), lifecycle (>= 1.0.3), magrittr (>= 2.0.3), methods,
pkgload (>= 1.3.2.1), praise (>= 1.0.0), processx (>= 3.8.2),
ps (>= 1.7.5), R6 (>= 2.5.1), rlang (>= 1.1.1), utils, waldo
(>= 0.5.1), withr (>= 2.5.0)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr,
rmarkdown, rstudioapi, shiny, usethis, vctrs (>= 0.1.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"textshaping","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.7",NA,"R (>= 3.2.0)","systemfonts (>= 1.0.0)","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tfautograph","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.2",NA,"R (>= 3.1)","reticulate, backports",NA,"rlang, tensorflow, testthat (>= 2.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"tfruns","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5.3",NA,"R (>= 3.1)","utils, jsonlite (>= 1.2), base64enc, yaml, config, magrittr,
whisker, tidyselect, rlang, rstudioapi (>= 0.7), reticulate",NA,"testthat, knitr, withr, here, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.1"
"TH.data","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-2",NA,"R (>= 3.5.0), survival, MASS",NA,NA,"trtf, tram, rms, coin, ATR, multcomp, gridExtra, vcd,
colorspace, lattice, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"thankr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.0",NA,NA,"tools, utils",NA,"testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tibble","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.2.1",NA,"R (>= 3.4.0)","fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.4.2)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2,
here, hms, htmltools, knitr, lubridate, mockr, nycflights13,
pkgbuild, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tidygraph","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.1",NA,NA,"cli, dplyr (>= 0.8.5), igraph (>= 2.0.0), lifecycle, magrittr,
pillar, R6, rlang, stats, tibble, tidyr, tools, utils","cpp11","ape, covr, data.tree, graph, influenceR, methods, netrankr,
NetSwan, network, seriation, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tidyr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.1",NA,"R (>= 3.6)","cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.1.1), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs
(>= 0.5.2)","cpp11 (>= 0.4.0)","covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tidyselect","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.1",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.5.2), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tidytext","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.2",NA,"R (>= 2.10)","cli, dplyr (>= 1.1.1), generics, janeaustenr, lifecycle,
Matrix, methods, purrr (>= 0.1.1), rlang (>= 0.4.10), stringr,
tibble, tokenizers, vctrs",NA,"broom, covr, data.table, ggplot2, hunspell, knitr, mallet,
NLP, quanteda, readr, reshape2, rmarkdown, scales, stm,
stopwords, testthat (>= 2.1.0), textdata, tidyr, tm,
topicmodels, vdiffr, wordcloud",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tidytree","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.6",NA,"R (>= 3.4.0)","ape, dplyr, lazyeval, magrittr, methods, rlang, tibble, tidyr,
tidyselect, yulab.utils (>= 0.0.4), pillar, cli",NA,"knitr, rmarkdown, prettydoc, testthat, utils",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.3.1"
"tidyverse","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.0",NA,"R (>= 3.3)","broom (>= 1.0.3), conflicted (>= 1.2.0), cli (>= 3.6.0),
dbplyr (>= 2.3.0), dplyr (>= 1.1.0), dtplyr (>= 1.2.2), forcats
(>= 1.0.0), ggplot2 (>= 3.4.1), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.1), haven (>= 2.5.1), hms (>= 1.1.2),
httr (>= 1.4.4), jsonlite (>= 1.8.4), lubridate (>= 1.9.2),
magrittr (>= 2.0.3), modelr (>= 0.1.10), pillar (>= 1.8.1),
purrr (>= 1.0.1), ragg (>= 1.2.5), readr (>= 2.1.4), readxl (>=
1.4.2), reprex (>= 2.0.2), rlang (>= 1.0.6), rstudioapi (>=
0.14), rvest (>= 1.0.3), stringr (>= 1.5.0), tibble (>= 3.1.8),
tidyr (>= 1.3.0), xml2 (>= 1.3.3)",NA,"covr (>= 3.6.1), feather (>= 0.3.5), glue (>= 1.6.2), mockr
(>= 0.2.0), knitr (>= 1.41), rmarkdown (>= 2.20), testthat (>=
3.1.6)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"timechange","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat (>= 0.7.1.99), knitr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"timeDate","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4032.109",NA,"R (>= 3.6.0), methods","graphics, utils, stats",NA,"RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"timeSeries","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4032.109",NA,"R (>= 2.10), timeDate (>= 2150.95), methods","graphics, grDevices, stats, utils",NA,"RUnit, robustbase, xts, zoo, PerformanceAnalytics, fTrading",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"tinytex","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.50",NA,NA,"xfun (>= 0.29)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"tis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.39",NA,"R (>= 2.3)",NA,NA,"reshape, scales","zoo, ggplot2, graphics","Unlimited",NA,NA,NA,NA,"yes","4.3.0"
"tkrplot","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.0-27",NA,"R (>= 2.13), grDevices, tcltk",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","4.3.0"
"tm","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.7-12",NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"tokenizers","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.0",NA,"R (>= 3.1.3)","stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","Rcpp","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"tools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.3","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark, knitr, xfun, mathjaxr, V8",NA,"Part of R 4.3.3",NA,NA,NA,NA,"yes","4.3.3"
"TR8","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9.22",NA,"R (>= 3.5.0), methods, stats, utils","RCurl, XML, dplyr, plyr, reshape, rappdirs, readxl, shiny,
taxize",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"traits","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5.0",NA,"R (>= 2.10)","jsonlite (>= 0.9.19), httr (>= 1.1.0), crul (>= 0.6.0), tibble
(>= 1.3.4), data.table (>= 1.9.6), readr (>= 1.1.1), taxize (>=
0.7.4), xml2 (>= 0.1.2), rvest (>= 0.3.1), hoardr",NA,"knitr, rmarkdown, testthat, dplyr, plyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"tree","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0-43",NA,"R (>= 3.6.0), grDevices, graphics, stats",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"treebase","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.5",NA,"R (>= 2.15), ape","XML, RCurl, methods, utils, httr",NA,"testthat, knitr, rmarkdown",NA,"CC0",NA,NA,NA,NA,"no","4.3.1"
"TreeSim","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4",NA,"ape, geiger",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"triebeard","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.1",NA,NA,"Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"trimcluster","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1-5",NA,"R (>= 1.9.0)",NA,NA,"fpc",NA,"GPL",NA,NA,NA,NA,"no","4.3.0"
"TSP","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2-4",NA,"R (>= 3.5.0)","graphics, foreach, utils, stats, grDevices",NA,"maps, doParallel, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"TTR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.24.4",NA,NA,"xts (>= 0.10-0), zoo, curl","xts","RUnit","quantmod","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"tuneR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.6",NA,"R (>= 3.0.0)","signal, methods",NA,"pastecs",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"tweenr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.3",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"tzdb","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.0",NA,"R (>= 3.5.0)",NA,"cpp11 (>= 0.4.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"ucminf","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.1",NA,"R (>= 3.5.0)",NA,NA,"numDeriv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"udpipe","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.8.11",NA,"R (>= 2.10)","Rcpp (>= 0.11.5), data.table (>= 1.9.6), Matrix, methods,
stats","Rcpp","knitr, rmarkdown, topicmodels, lattice, parallel",NA,"MPL-2.0",NA,NA,NA,NA,"yes","4.3.0"
"udunits2","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.13.2.1",NA,"R (>= 2.10.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"units","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.8-5",NA,"R (>= 3.0.2)","Rcpp","Rcpp (>= 0.12.10)","NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"urlchecker","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"urltools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.7.3",NA,"R (>= 2.10)","Rcpp, methods, triebeard","Rcpp","testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"usethis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.2.3",NA,"R (>= 3.6)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.2), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.1.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, pkgload (>= 1.3.2.1), rmarkdown,
roxygen2 (>= 7.1.2), spelling (>= 1.2), styler (>= 1.2.0),
testthat (>= 3.1.8)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"utf8","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.4",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"utils","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.3","base",NA,NA,NA,"methods, xml2, commonmark, knitr",NA,"Part of R 4.3.3",NA,NA,NA,NA,"yes","4.3.3"
"uuid","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2-0",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"vcd","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4-12",NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"vcdExtra","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.8-5",NA,"R (>= 3.5.0), vcd, gnm (>= 1.0-3), grid","MASS, grDevices, stats, utils, ca, dplyr, glue, here, purrr,
readxl, stringr, tidyr (>= 1.3.0)",NA,"gmodels, Fahrmeir, effects, VGAM, plyr, lmtest, nnet,
ggplot2, Sleuth2, car, lattice, stats4, rgl, AER, coin, Hmisc,
knitr, rmarkdown, seriation,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"vctrs","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.5",NA,"R (>= 3.5.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"vegan","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.6-4",NA,"permute (>= 0.9-0), lattice, R (>= 3.4.0)","MASS, cluster, mgcv",NA,"parallel, tcltk, knitr, markdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"vegan3d","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3-0",NA,"R (>= 3.2.0), vegan (>= 2.3-0)","cluster, rgl, scatterplot3d (>= 0.3-40)",NA,"tcltk",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"VGAM","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-10",NA,"R (>= 4.0.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"VIM","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","6.2.2",NA,"R (>= 3.5.0),colorspace,grid","car, grDevices, magrittr, robustbase, stats, sp,
vcd,MASS,nnet,e1071,methods,Rcpp,utils,graphics,laeken,ranger,
data.table(>= 1.9.4)","Rcpp","dplyr, tinytest, knitr, rmarkdown, reactable, covr, withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"vioplot","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.0",NA,"sm, zoo",NA,NA,"base, ggplot2, RColorBrewer, knitr, rmarkdown, testthat",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"viridis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.5",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, httr, mapproj, vdiffr, svglite (>= 1.2.0),
testthat, covr, rmarkdown, maps, terra",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"viridisLite","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.2",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"visNetwork","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.2",NA,"R (>= 3.0)","htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, tidygraph,
flashClust",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
